,ID,Severity,Start_Time,End_Time,Distance(mi),Description,Number,Street,Side,City,State,Zipcode,Country,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Condition
3765,A-15063,3,1/4/2017 18:26,1/5/2017 0:26,0.035,At Airline Dr/Exit 17 - Accident.,,I-610 E,R,Houston,TX,77009,US,US/Central,1/4/2017 18:35,53.6,62,29.98,10,,Scattered Clouds
3766,A-15067,2,1/4/2017 18:45,1/5/2017 0:45,0.001,At I-44/OK-66 - Accident.,,Crosstown Expy E,R,Tulsa,OK,74116,US,US/Central,1/4/2017 18:53,30.9,40,30.04,10,,Mostly Cloudy
3767,A-15071,2,1/4/2017 19:07,1/5/2017 1:07,0.356,At Yale St/Shepherd Dr - Accident.,,I-610 E,R,Houston,TX,77008,US,US/Central,1/4/2017 19:15,51.8,67,29.99,10,,Mostly Cloudy
3768,A-15075,2,1/4/2017 19:14,1/5/2017 1:14,1.014,At E Tidwell Rd - Accident.,,I-45 N,R,Houston,TX,77022,US,US/Central,1/4/2017 19:15,51.8,67,29.99,10,,Mostly Cloudy
3769,A-15079,2,1/4/2017 19:27,1/5/2017 1:27,1.041,Between 31st St/Exit 15 and 46th St/Exit 13 - Accident.,,I-35W S,R,Minneapolis,MN,55408,US,US/Central,1/4/2017 19:53,0,69,30.19,10,,Clear
3770,A-15083,3,1/4/2017 22:45,1/5/2017 4:45,0.748,Between Beechnut St/Exit 5 and Braeswood Blvd/Post Oak/Exit 4 - Accident.,,I-610 S,R,Bellaire,TX,77401,US,US/Central,1/4/2017 22:55,50,82,29.96,7,,Overcast
3771,A-15087,2,1/4/2017 23:32,1/5/2017 5:32,0.036,At 387th St - Accident.,10010, Saint Croix Trl,L,North Branch,MN,55056-6278,US,US/Central,1/4/2017 23:37,-5.8,71,30.08,10,,Overcast
3772,A-15091,3,1/5/2017 0:18,1/5/2017 6:18,0.367,At Noland Rd/Exit 12 - Accident.,,I-70 E,R,Independence,MO,64055,US,US/Central,1/5/2017 0:13,14,88,30.15,2,0.01,Light Snow
3773,A-15095,3,1/5/2017 1:50,1/5/2017 7:50,0.628,At Rittiman Rd/Exit 164 - Accident.,,I-410 S,R,San Antonio,TX,78218,US,US/Central,1/5/2017 1:51,50,59,29.9,10,,Overcast
3774,A-15099,2,1/5/2017 4:54,1/5/2017 10:54,0.427,At CR-81 - Accident.,,Beltline Hwy S,R,Minneapolis,MN,55422,US,US/Central,1/5/2017 4:53,-6,72,30.15,10,,Clear
3775,A-15103,4,1/5/2017 4:03,1/5/2017 10:03,4.251,Closed between Happy Canyon Rd/Exit 187 and Lincoln Ave/Exit 193 - Road closed due to accident. Roadwork.,,US-87 N,R,Parker,CO,80134,US,US/Mountain,1/5/2017 3:53,1,83,30.17,0.5,0,Snow
3776,A-15107,2,1/5/2017 5:59,1/5/2017 11:59,0.371,At MO-A/MO-B/Exit 188 - Accident.,,US-40 W,R,Warrenton,MO,63383,US,US/Central,,,,,,,
3777,A-15111,3,1/5/2017 6:15,1/5/2017 12:15,0.968,At I-35E/Exit 27 - Accident.,,LBJ Fwy E,R,Dallas,TX,75234,US,US/Central,1/5/2017 5:47,35.6,100,29.92,13,,Mostly Cloudy
3778,A-15115,2,1/5/2017 6:32,1/5/2017 12:32,0.577,At Rankin Rd/Exit 62 - Accident.,,I-45 S,R,Houston,TX,77090,US,US/Central,1/5/2017 6:53,48.9,83,29.91,10,,Overcast
3779,A-15119,2,1/5/2017 6:51,1/5/2017 12:51,0.502,At Corinth St/Exit 460 - Accident.,,US-77 S,R,Denton,TX,76210,US,US/Central,1/5/2017 6:53,30.9,96,29.97,8,,Clear
3780,A-15123,2,1/5/2017 7:02,1/5/2017 13:02,4.969,Between CR-75/CR-7/Exit 171 and MN-15/Exit 167 - Accident.,,I-94 W,R,Saint Cloud,MN,56301,US,US/Central,1/5/2017 6:53,-13,82,30.2,10,,Clear
3781,A-15127,2,1/5/2017 7:10,1/5/2017 13:10,2.559,Between CR-96/Exit 117 and County E/Exit 115 - Accident.,,I-35E S,R,Saint Paul,MN,55127,US,US/Central,1/5/2017 6:55,-7.6,84,30.07,10,,Clear
3782,A-15131,2,1/5/2017 7:29,1/5/2017 13:29,5.291,Between MN-25/Exit 193 and CR-8/Exit 183 - Accident.,,I-94 W,R,Monticello,MN,55362,US,US/Central,1/5/2017 7:33,-9.9,82,30.09,5,,Clear
3783,A-15135,2,1/5/2017 7:40,1/5/2017 13:40,0.079,At Redfield St - Accident.,2158, Inwood Rd,R,Dallas,TX,75235,US,US/Central,1/5/2017 7:53,37,86,29.96,6,,Mostly Cloudy
3784,A-15139,2,1/5/2017 7:40,1/5/2017 13:40,0,At Anderson Mill Rd - Accident.,,US-183 N,R,Austin,TX,78750,US,US/Central,1/5/2017 7:51,48,74,29.89,10,,Overcast
3785,A-15143,2,1/5/2017 6:50,1/5/2017 12:50,0.329,Ramp to Exit 200 - Accident.,,S Ulster St,R,Denver,CO,80237,US,US/Mountain,1/5/2017 6:53,1,79,30.24,1.5,0,Light Snow
3786,A-15147,3,1/5/2017 7:57,1/5/2017 13:57,0.986,At I-44/US-50/MO-366/Exit 5 - Accident.,,I-270 N,R,Saint Louis,MO,63127,US,US/Central,1/5/2017 7:53,18,78,30.13,5,0,Light Snow
3787,A-15151,2,1/5/2017 8:03,1/5/2017 14:03,0.102,Between 5th St/Exit 423 and 3rd St/James St/Exit 423 - Accident.,,US-24 E,R,Kansas City,KS,66101,US,US/Central,1/5/2017 12:07,,,,,,
3788,A-15155,2,1/5/2017 8:14,1/5/2017 14:14,0.435,At Antire Rd/Exit 269 - Accident.,,I-44 W,R,High Ridge,MO,63049,US,US/Central,1/5/2017 8:14,17.1,84,30.11,3,0,Light Snow
3789,A-15159,2,1/5/2017 8:18,1/5/2017 14:18,0.156,At US-40/31st St/Exit 7 - Accident.,,I-70 E,R,Kansas City,MO,64129,US,US/Central,1/5/2017 8:25,10.9,73,30.2,1.5,0,Light Snow
3790,A-15163,2,1/5/2017 8:27,1/5/2017 14:27,0.826,At US-56/175th St/Exit 210 - Accident.,,US-50 E,R,Gardner,KS,66030,US,US/Central,1/5/2017 8:26,9,88,30.18,1.8,0,Light Snow
3791,A-15167,3,1/5/2017 8:40,1/5/2017 14:40,0.513,At I-45/Exit 32 - Accident.,,Reveille St,R,Houston,TX,77087,US,US/Central,1/5/2017 8:53,54,83,29.94,6,,Haze
3792,A-15171,2,1/5/2017 8:58,1/5/2017 14:58,1.086,At CR-75/Exit 195 - Accident.,,US-52 E,R,Monticello,MN,55362,US,US/Central,1/5/2017 8:52,-9.4,82,30.11,7,,Clear
3793,A-15175,2,1/5/2017 9:16,1/5/2017 15:16,0.268,At Johnson Dr/Exit 6 - Accident.,,I-435 N,R,Shawnee,KS,66217,US,US/Central,1/5/2017 9:18,10,87,30.17,1.8,0,Light Snow
3794,A-15179,3,1/5/2017 9:28,1/5/2017 15:28,0.003,At Renner Rd - Accident.,,Galatyn Pkwy,R,Richardson,TX,75080,US,US/Central,1/5/2017 9:47,37.4,87,30.01,9,,Overcast
3795,A-15183,3,1/5/2017 8:58,1/5/2017 15:43,0.707,At I-494/Exit 99 - Accident.,,I-35E S,R,Saint Paul,MN,55120,US,US/Central,1/5/2017 8:53,-6,75,30.2,10,,Partly Cloudy
3796,A-15187,2,1/5/2017 9:43,1/5/2017 15:50,0.707,At I-494/Exit 99 - Accident.,,I-35E S,R,Saint Paul,MN,55120,US,US/Central,1/5/2017 9:53,-2.9,65,30.21,10,,Clear
3797,A-15191,2,1/5/2017 9:54,1/5/2017 15:54,0.127,At Newcastle Dr - Accident.,3678, Newcastle Dr,R,Houston,TX,77027-6720,US,US/Central,1/5/2017 9:55,51.8,88,29.9,5,,Overcast
3798,A-15195,2,1/5/2017 10:16,1/5/2017 16:16,0.991,At Ranch Road 2222 - Accident.,6046, Ranch Road 620 N,L,Austin,TX,78732,US,US/Central,1/5/2017 9:51,51.1,68,29.96,10,,Overcast
3799,A-15199,2,1/5/2017 10:29,1/5/2017 16:29,0.571,At US-69/18th St Expy/Exit 420 - Accident.,,I-70 E,R,Kansas City,KS,66102,US,US/Central,1/5/2017 12:07,,,,,,
3800,A-15203,2,1/5/2017 10:58,1/5/2017 16:58,0.756,At MO-141/Exit 272 - Accident.,,US-50 E,R,Fenton,MO,63026,US,US/Central,1/5/2017 10:54,18,78,30.18,5,0,Light Snow
3801,A-15207,2,1/5/2017 10:04,1/5/2017 16:04,0.598,At CO-29/Circle Dr/Exit 138 - Accident.,,I-25 N,R,Colorado Springs,CO,80906,US,US/Mountain,1/5/2017 9:54,3.9,70,30.23,0.8,0,Light Snow
3802,A-15211,3,1/5/2017 11:13,1/5/2017 17:13,0.984,At I-435/Exit 411 - Accident.,,US-24 W,R,Kansas City,KS,66111,US,US/Central,1/5/2017 12:07,,,,,,
3803,A-15215,2,1/5/2017 11:49,1/5/2017 17:49,4.325,Between Tallgrass Rd/Exit 323 and Mineral Springs Rd/Exit 318 - Accident.,,US-40 W,R,Alma,KS,66401,US,US/Central,1/5/2017 11:52,15.1,59,30.31,10,,Clear
3804,A-15219,2,1/5/2017 12:08,1/5/2017 18:08,0.49,At State Line Rd/Exit 75 - Accident.,,US-50 W,R,Kansas City,MO,64114,US,US/Central,1/5/2017 12:07,,,,,,
3805,A-15223,4,1/5/2017 12:28,1/5/2017 18:28,0.408,Closed between 4th St/Exit 362A and 3rd St/Monroe St/Exit 361B - Road closed due to accident.,,I-70 E,R,Topeka,KS,66603,US,US/Central,1/5/2017 12:53,15.1,59,30.26,10,,Mostly Cloudy
3806,A-15227,2,1/5/2017 13:22,1/5/2017 19:22,0.423,At MO-7/E 275th St - Accident.,,US-71 N,R,Harrisonville,MO,64701,US,US/Central,1/5/2017 12:53,14,64,30.22,10,,Partly Cloudy
3807,A-15231,2,1/5/2017 13:53,1/5/2017 19:53,0.741,At TX-121/Exit 52 - Accident.,,US-377 N,R,Fort Worth,TX,76102,US,US/Central,1/5/2017 13:53,37,44,30.05,10,,Overcast
3808,A-15235,3,1/5/2017 13:16,1/5/2017 19:16,0.486,At Yale Ave/Exit 202 - Accident.,,US-87 N,R,Denver,CO,80222,US,US/Mountain,1/5/2017 13:07,3.9,73,29.9,1,0,Light Snow
3809,A-15239,2,1/5/2017 14:56,1/5/2017 20:56,0.156,At US-40/31st St/Exit 7 - Accident.,,I-70 E,R,Kansas City,MO,64129,US,US/Central,1/5/2017 14:54,16,59,30.22,10,,Partly Cloudy
3810,A-15243,2,1/5/2017 16:15,1/5/2017 22:15,0.4,At Tidwell Rd - Accident.,,Northwest Fwy E,R,Houston,TX,77040,US,US/Central,1/5/2017 16:30,55.9,87,29.88,9,,Overcast
3811,A-15247,2,1/5/2017 16:24,1/5/2017 22:24,0.981,At Canino Rd/Shepherd Dr/Exit 56 - Accident.,,I-45 S,R,Houston,TX,77037,US,US/Central,1/5/2017 16:53,55,86,29.89,6,0,Overcast
3812,A-15251,2,1/5/2017 16:56,1/5/2017 22:56,0.373,At CR-17/France Ave - Accident.,,Crosstown Hwy W,R,Minneapolis,MN,55435,US,US/Central,1/5/2017 16:53,1,63,30.17,8,,Mostly Cloudy
3813,A-15255,2,1/5/2017 18:11,1/6/2017 0:11,0.336,At CR-2/Penn Ave/Exit 7 - Accident.,,US-12 W,R,Minneapolis,MN,55405,US,US/Central,1/5/2017 17:53,-2,66,30.17,10,,Partly Cloudy
3814,A-15259,2,1/5/2017 18:44,1/6/2017 0:44,0.408,Between Wornall Rd/Exit 75 and State Line Rd/Exit 75 - Accident.,,US-50 W,R,Kansas City,MO,64114,US,US/Central,1/5/2017 15:38,,,,,,
3815,A-15263,3,1/5/2017 19:39,1/6/2017 1:39,0.529,At I-30/I-45/Exit 284 - Accident.,,I-45 N,R,Dallas,TX,75226,US,US/Central,1/5/2017 19:53,30.9,52,30.17,10,,Mostly Cloudy
3816,A-15267,3,1/5/2017 22:49,1/6/2017 4:49,0.938,Between 90th St/Exit 7B and 94th St/Exit 7A - Accident.,,I-35W S,R,Minneapolis,MN,55431,US,US/Central,1/5/2017 22:53,-7.1,72,30.22,10,,Partly Cloudy
3817,A-15271,3,1/6/2017 3:30,1/6/2017 9:30,0.846,Between Bowen Rd/Exit 448 and Park Springs Blvd/Exit 447 - Accident.,,I-20 W,R,Arlington,TX,76017,US,US/Central,1/6/2017 3:53,26.1,51,30.22,10,,Overcast
3818,A-15275,4,1/6/2017 5:10,1/6/2017 11:10,0.825,Closed between TX-225 and Fred Hartman Bridge North - Road closed due to accident.,,TX-146 N,R,La Porte,TX,77571,US,US/Central,1/6/2017 4:50,42.8,76,30.02,10,,Overcast
3819,A-15279,2,1/6/2017 5:29,1/6/2017 11:35,1.31,Between Randolph Ave/Exit 104A and MN-5/7th St/Exit 103B - Accident.,,I-35E S,R,Saint Paul,MN,55102,US,US/Central,1/6/2017 5:32,-8,79,30.22,8,,Mostly Cloudy
3820,A-15283,2,1/6/2017 6:25,1/6/2017 12:25,0.351,At US-287/Exit 33 - Accident.,,Loop 820 S,R,Fort Worth,TX,76119,US,US/Central,1/6/2017 6:15,25.2,57,30.22,10,,Overcast
3821,A-15287,2,1/6/2017 6:51,1/6/2017 12:51,0.001,At LBJ Fwy - Accident.,,T I Blvd,R,Dallas,TX,75243,US,US/Central,1/6/2017 6:47,23,59,30.23,13,,Overcast
3822,A-15291,2,1/6/2017 7:18,1/6/2017 13:18,0.134,Ramp to Walnut Hill Ln/Exit 438 - Accident.,,Stemmons Fwy N,R,Dallas,TX,75229,US,US/Central,1/6/2017 6:53,25,55,30.25,10,,Overcast
3823,A-15295,3,1/6/2017 7:24,1/6/2017 13:24,0.188,At Hi Line Dr/Exit 429 - Accident.,,Stemmons Fwy N,R,Dallas,TX,75219,US,US/Central,1/6/2017 7:53,23,60,30.28,10,,Overcast
3824,A-15299,2,1/6/2017 7:38,1/6/2017 13:38,0.016,At Coit Rd/Exit 19 - Accident.,,I-635 W,R,Dallas,TX,75243,US,US/Central,1/6/2017 7:47,21.2,68,30.27,13,,Mostly Cloudy
3825,A-15303,2,1/6/2017 8:15,1/6/2017 14:17,3.127,Between 72nd St/Exit 449 and S 24th St - Accident.,,I-80 E,R,Omaha,NE,68106,US,US/Central,1/6/2017 8:15,0.5,73,30.31,10,,Clear
3826,A-15307,2,1/6/2017 8:29,1/6/2017 14:29,1.188,Between 31st St/Exit 15 and I-94/MN-65/Exit 16A - Accident.,,I-35W N,R,Minneapolis,MN,55408,US,US/Central,1/6/2017 8:53,-9,75,30.32,10,,Clear
3827,A-15311,2,1/6/2017 8:29,1/6/2017 14:29,0.495,At I-35W/Cleveland Ave - Accident.,,I-35W N,R,Saint Paul,MN,55113,US,US/Central,1/6/2017 8:53,-7.1,79,30.31,8,,Clear
3828,A-15315,2,1/6/2017 8:38,1/6/2017 14:38,0.436,At TX-288 - Accident.,,US-59 N,R,Houston,TX,77004,US,US/Central,1/6/2017 8:35,35.6,81,30.07,10,,Overcast
3829,A-15319,2,1/6/2017 8:31,1/6/2017 14:31,0.163,At Kasota Ave/Energy Park Dr - Accident.,,MN-280 S,R,Saint Paul,MN,55108,US,US/Central,1/6/2017 8:53,-7.1,79,30.31,8,,Clear
3830,A-15323,2,1/6/2017 8:37,1/6/2017 14:37,0.243,At Black Dog Rd/Exit 4B - Accident.,,I-35W N,R,Burnsville,MN,55337,US,US/Central,1/6/2017 8:53,-9,75,30.32,10,,Clear
3831,A-15327,2,1/6/2017 8:56,1/6/2017 14:56,0.559,At Hefner Rd - Accident.,,Broadway Ext N,R,Oklahoma City,OK,73114,US,US/Central,1/6/2017 8:53,15.1,80,30.36,10,,Overcast
3832,A-15331,2,1/6/2017 9:36,1/6/2017 15:36,0.652,At I-35e - Accident.,,MN-77 S,R,Saint Paul,MN,55122,US,US/Central,1/6/2017 9:53,-6,72,30.35,10,,Clear
3833,A-15335,2,1/6/2017 9:43,1/6/2017 15:43,0.418,At Macarthur Blvd/Exit 144 - Accident.,,US-270 W,R,Oklahoma City,OK,73128,US,US/Central,1/6/2017 9:52,16,71,30.39,9,0,Overcast
3834,A-15339,3,1/6/2017 10:25,1/6/2017 16:25,0.118,At Pennway St/Exit 1 - Accident.,,Avenida Cesar E Chavez,R,Kansas City,MO,64108,US,US/Central,1/6/2017 10:54,8.1,67,30.46,10,,Clear
3835,A-15343,2,1/6/2017 10:59,1/6/2017 16:59,0.033,At CR-35/Hadley Ave - Accident.,3434, State Highway 36,L,Saint Paul,MN,55128,US,US/Central,1/6/2017 10:53,-2.2,78,30.27,10,,Clear
3836,A-15347,3,1/6/2017 12:18,1/6/2017 18:18,0.361,At Broadway/Park Place Blvd/Exit 39 - Accident.,,I-45 S,R,Houston,TX,77017,US,US/Central,1/6/2017 11:53,35.1,89,30.15,10,0.01,Overcast
3837,A-15351,2,1/6/2017 12:18,1/6/2017 18:18,0.034,At LA-30/Nicholson Dr/Exit 155 - Accident.,,I-10 W,R,Baton Rouge,LA,70802,US,US/Central,1/6/2017 12:00,36,89,30.07,10,0,Light Rain
3838,A-15355,2,1/6/2017 12:46,1/6/2017 18:46,0.003,At Oak Springs Dr - Accident.,1157, Airport Blvd,R,Austin,TX,78702-3152,US,US/Central,1/6/2017 12:51,30.9,52,30.27,10,,Overcast
3839,A-15359,2,1/6/2017 13:19,1/6/2017 19:19,0.59,At OK-17A/Exit 64 - Accident.,,I-35 S,R,Wynnewood,OK,73098,US,US/Central,1/6/2017 13:15,15.8,82,30.35,5,,Light Snow
3840,A-15363,3,1/6/2017 13:57,1/6/2017 19:57,0.391,At I-635 - Accident.,,Dallas North Tollway S,R,Dallas,TX,75240,US,US/Central,1/6/2017 13:47,23,80,30.32,1,,Snow
3841,A-15367,2,1/6/2017 14:14,1/6/2017 20:14,0.313,At Regal Row/Exit 434 - Accident.,,Stemmons Fwy N,R,Dallas,TX,75247,US,US/Central,1/6/2017 14:23,23,78,30.35,0.8,0.01,Light Snow
3842,A-15371,3,1/6/2017 14:33,1/6/2017 20:33,0.515,At Royal Ln/Exit 439 - Accident.,,US-77 S,R,Dallas,TX,75229,US,US/Central,1/6/2017 14:42,23,78,30.37,1.2,0.01,Light Snow
3843,A-15375,3,1/6/2017 14:39,1/6/2017 20:39,0.402,At Bridge St/Oakland Blvd/Exit 18 - Accident.,,I-30 E,R,Fort Worth,TX,76103,US,US/Central,,,,,,,
3844,A-15379,2,1/6/2017 14:47,1/6/2017 20:47,0.665,At Polk St/Exit 466 - Accident.,,I-20 W,R,Dallas,TX,75232,US,US/Central,1/6/2017 14:43,21.9,82,30.33,1.2,0,Light Snow
3845,A-15383,2,1/6/2017 14:47,1/6/2017 20:47,0.257,At 3510 Rd - Accident.,,E Highway 62,R,Prague,OK,74864,US,US/Central,1/6/2017 14:55,17,55,29.21,10,0,Cloudy
3846,A-15387,3,1/6/2017 15:02,1/6/2017 21:02,2.848,Between TX-310/Exit 474 and Dowdy Ferry Rd/Exit 476 - Accident.,,LBJ Fwy E,R,Dallas,TX,75241,US,US/Central,1/6/2017 14:53,21.9,82,30.35,1.8,0,Light Snow
3847,A-15391,3,1/6/2017 15:21,1/6/2017 21:21,0.517,At Plano Pky - Accident.,,US-75 S,R,Plano,TX,75075,US,US/Central,1/6/2017 15:47,21.2,80,30.39,10,,Overcast
3848,A-15395,2,1/6/2017 15:22,1/6/2017 21:22,0.946,At TX-190/Pres G Bush Tpke/Exit 28 - Accident.,,US-75 N,R,Richardson,TX,75080,US,US/Central,1/6/2017 15:47,21.2,80,30.39,10,,Overcast
3849,A-15399,2,1/6/2017 15:42,1/6/2017 21:42,0.605,At I-44/US-50/MO-366/Exit 5 - Accident.,,I-270 S,R,Saint Louis,MO,63122,US,US/Central,1/6/2017 15:51,12.9,51,30.42,10,,Mostly Cloudy
3850,A-15403,2,1/6/2017 15:49,1/6/2017 21:49,0.195,At I-35 - Accident.,,I-635 S,R,Shawnee,KS,66203,US,US/Central,1/6/2017 20:47,,,,,,
3851,A-15407,3,1/6/2017 15:52,1/6/2017 21:52,0.302,At Pleasant Run Rd/Exit 415 - Accident.,,US-77 N,R,Lancaster,TX,75146,US,US/Central,1/6/2017 15:55,23.4,75,30.39,10,,Light Snow
3852,A-15411,2,1/6/2017 16:23,1/6/2017 22:23,0.866,At Berry St/Exit 48A - Accident.,,I-35W N,R,Fort Worth,TX,76110,US,US/Central,1/6/2017 17:00,,,,,,
3853,A-15415,2,1/6/2017 16:44,1/6/2017 22:44,0.421,At US-69/18th St Expy - Accident.,,I-35 N,R,Kansas City,KS,66103,US,US/Central,1/6/2017 20:47,,,,,,
3854,A-15419,2,1/6/2017 16:58,1/6/2017 22:58,0.45,At State Line Rd/Exit 75 - Accident.,,I-435 E,R,Leawood,KS,66206,US,US/Central,1/6/2017 16:53,10.9,61,30.45,10,,Clear
3855,A-15423,4,1/6/2017 17:24,1/6/2017 23:24,5.568,Closed at Mt Zion Rd/Exit 48 - Road closed due to accident.,,I-55 N,R,Brookhaven,MS,39601,US,US/Central,,,,,,,
3856,A-15427,2,1/6/2017 17:45,1/6/2017 23:45,0.157,At FM-157/Collins St/Exit 28 - Accident.,,Tom Landry Fwy,R,Arlington,TX,76011,US,US/Central,1/6/2017 16:50,23,74,30.44,10,,Mostly Cloudy
3857,A-15431,2,1/6/2017 17:49,1/6/2017 23:49,0.424,At Sun Valley Dr/Exit 33 - Accident.,,I-820 N,R,Fort Worth,TX,76119,US,US/Central,1/6/2017 17:45,21.2,68,30.45,10,,Mostly Cloudy
3858,A-15435,2,1/6/2017 18:10,1/7/2017 0:10,0.601,At 57th St/Exit 417 - Accident.,,I-70 E,R,Kansas City,KS,66102,US,US/Central,1/6/2017 20:47,,,,,,
3859,A-15439,3,1/6/2017 18:27,1/7/2017 0:27,1.31,Between Greenbriar Dr/Shepherd Dr and TX-527-SPUR/Richmond Ave - Accident.,,US-59 S,R,Houston,TX,77098,US,US/Central,1/6/2017 18:35,32,64,30.26,10,,Overcast
3860,A-15443,4,1/6/2017 19:15,1/7/2017 1:15,0.898,Closed between Halls Ferry Rd and Washington St/Warrenton/Exit 1A - Road closed due to accident.,,US-61 S,R,Vicksburg,MS,39180,US,US/Central,1/6/2017 19:15,26.6,69,30.3,10,,Overcast
3861,A-15447,2,1/6/2017 19:55,1/7/2017 1:55,0.437,At MN-120/Century Ave/Exit 247 - Accident.,,US-12 E,R,Saint Paul,MN,55144,US,US/Central,1/6/2017 19:53,3,76,30.4,10,,Scattered Clouds
3862,A-15451,3,1/6/2017 21:17,1/7/2017 3:17,0.292,At Bobtown Rd/Exit 60 - Accident.,,I-30 W,R,Garland,TX,75043,US,US/Central,1/6/2017 21:15,19,74,30.55,10,,Clear
3863,A-15455,3,1/6/2017 22:53,1/7/2017 4:53,0.902,Between Broadway Blvd/Exit 59 and Rosehill Rd/Exit 60 - Accident.,820, W Interstate 30,L,Garland,TX,75043-5704,US,US/Central,1/6/2017 22:55,16.9,76,30.57,10,,Clear
3864,A-15459,3,1/6/2017 23:12,1/7/2017 5:12,0.42,At Polk St - Accident.,,US-67 S,R,Dallas,TX,75224,US,US/Central,1/6/2017 22:53,19.9,65,30.57,10,,Clear
3865,A-15463,3,1/7/2017 0:01,1/7/2017 6:01,0.43,Between Bobtown Rd/Exit 60 and Rosehill Rd/Exit 60 - Accident.,,I-30 W,R,Garland,TX,75043,US,US/Central,1/7/2017 0:15,17.4,68,30.59,10,,Clear
3866,A-15467,3,1/7/2017 1:41,1/7/2017 7:41,0.681,At I-435/KS-10/Exit 222 - Accident.,,US-50 E,R,Lenexa,KS,66215,US,US/Central,1/7/2017 1:53,3,84,30.54,10,,Clear
3867,A-15471,3,1/7/2017 2:34,1/7/2017 8:34,0.433,At I-35w/MN-121 - Accident.,,Crosstown Hwy W,R,Minneapolis,MN,55419,US,US/Central,1/7/2017 2:53,0,76,30.5,10,,Clear
3868,A-15475,4,1/7/2017 6:19,1/7/2017 12:19,0.445,Closed at Parvin Rd/Exit 54 - Road closed due to accident.,,I-435 N,R,Kansas City,MO,64161,US,US/Central,1/7/2017 5:54,8.1,80,30.57,10,,Clear
3869,A-15479,3,1/7/2017 7:02,1/7/2017 13:02,0.417,At Town East Blvd/Exit 7 - Accident.,,LBJ Fwy N,R,Mesquite,TX,75150,US,US/Central,1/7/2017 6:50,15.8,73,30.68,10,,Clear
3870,A-15483,3,1/7/2017 7:33,1/7/2017 13:33,0.191,At Josey Ln/Exit 26 - Accident.,,LBJ Fwy E,R,Dallas,TX,75234,US,US/Central,1/7/2017 7:47,14,86,30.69,13,,Clear
3871,A-15487,3,1/7/2017 9:06,1/7/2017 15:06,0.292,At Bobtown Rd/Exit 60 - Accident.,,I-30 W,R,Garland,TX,75043,US,US/Central,1/7/2017 8:50,21.2,68,30.75,10,,Clear
3872,A-15491,3,1/7/2017 9:58,1/7/2017 15:58,0.327,At Oconnor Rd - Accident.,,TX-183 W,R,Irving,TX,75062,US,US/Central,1/7/2017 9:53,24.1,60,30.78,10,,Clear
3873,A-15495,3,1/7/2017 11:15,1/7/2017 17:15,0.246,At Patton St/Exit 50 - Accident.,,I-45 S,R,Houston,TX,77009,US,US/Central,1/7/2017 11:15,30.2,44,30.7,10,,Clear
3874,A-15499,3,1/7/2017 20:45,1/8/2017 2:45,0.627,At Airtex Dr/Exit 63 - Accident.,,I-45 N,R,Houston,TX,77090,US,US/Central,1/7/2017 20:53,30.9,54,30.75,10,,Clear
3875,A-15503,4,1/8/2017 2:15,1/8/2017 8:15,0.517,Closed at Bingle Rd - Road closed due to accident.,,Northwest Fwy W,R,Houston,TX,77092,US,US/Central,1/8/2017 2:15,32,44,30.69,10,,Clear
3876,A-15507,3,1/8/2017 6:37,1/8/2017 12:37,0.406,At Walnut Hill Ln/Exit 438 - Accident.,,US-77 S,R,Dallas,TX,75229,US,US/Central,1/8/2017 6:53,26.1,58,30.67,10,,Partly Cloudy
3877,A-15511,4,1/8/2017 12:19,1/8/2017 18:19,2.111,Closed between MO-100/Manchester Rd/Exit 9 and Dougherty Ferry Rd/Exit 8 - Road closed due to accident.,,I-270 N,R,Saint Louis,MO,63131,US,US/Central,1/8/2017 11:51,21,50,30.75,10,,Overcast
3878,A-15515,2,1/8/2017 23:49,1/9/2017 5:49,0.505,At MN-19/Exit 69 - Accident.,,I-35 N,R,Northfield,MN,55057,US,US/Central,1/8/2017 23:54,19.9,76,30.13,10,,Overcast
3879,A-15519,2,1/9/2017 4:55,1/9/2017 10:55,0.147,At 130th Ave - Accident.,13596, 130th Ave,L,Milaca,MN,56353-3721,US,US/Central,1/9/2017 4:54,15.8,86,30.13,7,,Light Snow
3880,A-15523,2,1/9/2017 6:21,1/9/2017 12:21,0.785,At John F Kennedy Blvd - Accident.,4389, N Sam Houston Pkwy E,L,Houston,TX,77032-3821,US,US/Central,1/9/2017 5:53,46,79,30.42,10,,Overcast
3881,A-15527,2,1/9/2017 6:37,1/9/2017 12:37,0.967,Between 56th St and IA-28/1st St/63rd St/Exit 4 - Accident.,,I-235 W,R,Des Moines,IA,50311,US,US/Central,1/9/2017 6:54,16,77,30.26,10,,Mostly Cloudy
3882,A-15531,2,1/9/2017 7:29,1/9/2017 13:29,1.172,Between Nelson Rd/Exit 4 and I-10/Pete Manena Rd/Exit 1 - Accident.,,I-210 W,R,Lake Charles,LA,70601,US,US/Central,1/9/2017 7:50,42.8,70,30.51,10,,Overcast
3883,A-15535,3,1/9/2017 7:48,1/9/2017 13:48,0.724,At FM-2170/McDermott Dr/Exit 34 - Accident.,,US-75 S,R,Allen,TX,75013,US,US/Central,1/9/2017 7:53,36,89,30.39,10,,Mostly Cloudy
